Postort,KnNamn,KnNamn.kort,KnKod,LnNamn,LnNamn.kort,LnKod,LnBokstav
Björkvik,Katrineholms kommun,Katrineholm,0483,Södermanlands län,Södermanland,04,D
Julita,Katrineholms kommun,Katrineholm,0483,Södermanlands län,Södermanland,04,D
Katrineholm,Katrineholms kommun,Katrineholm,0483,Södermanlands län,Södermanland,04,D
Sköldinge,Katrineholms kommun,Katrineholm,0483,Södermanlands län,Södermanland,04,D
Valla,Katrineholms kommun,Katrineholm,0483,Södermanlands län,Södermanland,04,D
Barsebäck,Kävlinge kommun,Kävlinge,1261,Skåne län,Skåne,12,M
Dösjebro,Kävlinge kommun,Kävlinge,1261,Skåne län,Skåne,12,M
Furulund,Kävlinge kommun,Kävlinge,1261,Skåne län,Skåne,12,M
Kävlinge,Kävlinge kommun,Kävlinge,1261,Skåne län,Skåne,12,M
Löddeköpinge,Kävlinge kommun,Kävlinge,1261,Skåne län,Skåne,12,M
Fagerås,Kils kommun,Kil,1715,Värmlands län,Värmland,17,S
Kil,Kils kommun,Kil,1715,Värmlands län,Värmland,17,S
Horn,Kinda kommun,Kinda,0513,Östergötlands län,Östergötland,05,E
Kisa,Kinda kommun,Kinda,0513,Östergötlands län,Östergötland,05,E
Rimforsa,Kinda kommun,Kinda,0513,Östergötlands län,Östergötland,05,E
Abisko,Kiruna kommun,Kiruna,2584,Norrbottens län,Norrbotten,25,BD
Björkliden,Kiruna kommun,Kiruna,2584,Norrbottens län,Norrbotten,25,BD
Jukkasjärvi,Kiruna kommun,Kiruna,2584,Norrbottens län,Norrbotten,25,BD
Karesuando,Kiruna kommun,Kiruna,2584,Norrbottens län,Norrbotten,25,BD
Kiruna,Kiruna kommun,Kiruna,2584,Norrbottens län,Norrbotten,25,BD
Kurravaara,Kiruna kommun,Kiruna,2584,Norrbottens län,Norrbotten,25,BD
Lannavaara,Kiruna kommun,Kiruna,2584,Norrbottens län,Norrbotten,25,BD
Övre Soppero,Kiruna kommun,Kiruna,2584,Norrbottens län,Norrbotten,25,BD
Riksgränsen,Kiruna kommun,Kiruna,2584,Norrbottens län,Norrbotten,25,BD
Svappavaara,Kiruna kommun,Kiruna,2584,Norrbottens län,Norrbotten,25,BD
Vittangi,Kiruna kommun,Kiruna,2584,Norrbottens län,Norrbotten,25,BD
Klippan,Klippans kommun,Klippan,1276,Skåne län,Skåne,12,M
Ljungbyhed,Klippans kommun,Klippan,1276,Skåne län,Skåne,12,M
Östra Ljungby,Klippans kommun,Klippan,1276,Skåne län,Skåne,12,M
Knivsta,Knivsta kommun,Knivsta,0330,Uppsala län,Uppsala,03,C
Kolsva,Köpings kommun,Köping,1983,Västmanlands län,Västmanland,19,U
Köping,Köpings kommun,Köping,1983,Västmanlands län,Västmanland,19,U
Bjärtrå,Kramfors kommun,Kramfors,2282,Västernorrlands län,Västernorrland,22,Y
Bollstabruk,Kramfors kommun,Kramfors,2282,Västernorrlands län,Västernorrland,22,Y
Docksta,Kramfors kommun,Kramfors,2282,Västernorrlands län,Västernorrland,22,Y
Kramfors,Kramfors kommun,Kramfors,2282,Västernorrlands län,Västernorrland,22,Y
Lugnvik,Kramfors kommun,Kramfors,2282,Västernorrlands län,Västernorrland,22,Y
Lunde,Kramfors kommun,Kramfors,2282,Västernorrlands län,Västernorrland,22,Y
Mjällom,Kramfors kommun,Kramfors,2282,Västernorrlands län,Västernorrland,22,Y
Noraström,Kramfors kommun,Kramfors,2282,Västernorrlands län,Västernorrland,22,Y
Nordingrå,Kramfors kommun,Kramfors,2282,Västernorrlands län,Västernorrland,22,Y
Nyland,Kramfors kommun,Kramfors,2282,Västernorrlands län,Västernorrland,22,Y
Sandöverken,Kramfors kommun,Kramfors,2282,Västernorrlands län,Västernorrland,22,Y
Skog,Kramfors kommun,Kramfors,2282,Västernorrlands län,Västernorrland,22,Y
Ullånger,Kramfors kommun,Kramfors,2282,Västernorrlands län,Västernorrland,22,Y
Väja,Kramfors kommun,Kramfors,2282,Västernorrlands län,Västernorrland,22,Y
Åhus,Kristianstads kommun,Kristianstad,1290,Skåne län,Skåne,12,M
Arkelstorp,Kristianstads kommun,Kristianstad,1290,Skåne län,Skåne,12,M
Degeberga,Kristianstads kommun,Kristianstad,1290,Skåne län,Skåne,12,M
Everöd,Kristianstads kommun,Kristianstad,1290,Skåne län,Skåne,12,M
Färlöv,Kristianstads kommun,Kristianstad,1290,Skåne län,Skåne,12,M
Fjälkinge,Kristianstads kommun,Kristianstad,1290,Skåne län,Skåne,12,M
Gärds Köpinge,Kristianstads kommun,Kristianstad,1290,Skåne län,Skåne,12,M
Huaröd,Kristianstads kommun,Kristianstad,1290,Skåne län,Skåne,12,M
Kristianstad,Kristianstads kommun,Kristianstad,1290,Skåne län,Skåne,12,M
Linderöd,Kristianstads kommun,Kristianstad,1290,Skåne län,Skåne,12,M
Önnestad,Kristianstads kommun,Kristianstad,1290,Skåne län,Skåne,12,M
Östra Sönnarslöv,Kristianstads kommun,Kristianstad,1290,Skåne län,Skåne,12,M
Rinkaby,Kristianstads kommun,Kristianstad,1290,Skåne län,Skåne,12,M
Tollarp,Kristianstads kommun,Kristianstad,1290,Skåne län,Skåne,12,M
Villands Vånga,Kristianstads kommun,Kristianstad,1290,Skåne län,Skåne,12,M
Vittskövle,Kristianstads kommun,Kristianstad,1290,Skåne län,Skåne,12,M
Yngsjö,Kristianstads kommun,Kristianstad,1290,Skåne län,Skåne,12,M
Björneborg,Kristinehamns kommun,Kristinehamn,1781,Värmlands län,Värmland,17,S
Kristinehamn,Kristinehamns kommun,Kristinehamn,1781,Värmlands län,Värmland,17,S
Alsen,Krokoms kommun,Krokom,2309,Jämtlands län,Jämtland,23,Z
Ås,Krokoms kommun,Krokom,2309,Jämtlands län,Jämtland,23,Z
Aspås,Krokoms kommun,Krokom,2309,Jämtlands län,Jämtland,23,Z
Dvärsätt,Krokoms kommun,Krokom,2309,Jämtlands län,Jämtland,23,Z
Föllinge,Krokoms kommun,Krokom,2309,Jämtlands län,Jämtland,23,Z
Krokom,Krokoms kommun,Krokom,2309,Jämtlands län,Jämtland,23,Z
Nälden,Krokoms kommun,Krokom,2309,Jämtlands län,Jämtland,23,Z
Offerdal,Krokoms kommun,Krokom,2309,Jämtlands län,Jämtland,23,Z
Trångsviken,Krokoms kommun,Krokom,2309,Jämtlands län,Jämtland,23,Z
Valsjöbyn,Krokoms kommun,Krokom,2309,Jämtlands län,Jämtland,23,Z
Kumla,Kumla kommun,Kumla,1881,Örebro län,Örebro,18,T
Hålta,Kungälvs kommun,Kungälv,1482,Västra Götalands län,Västra Götaland,14,O
Harestad,Kungälvs kommun,Kungälv,1482,Västra Götalands län,Västra Götaland,14,O
Kareby,Kungälvs kommun,Kungälv,1482,Västra Götalands län,Västra Götaland,14,O
Kärna,Kungälvs kommun,Kungälv,1482,Västra Götalands län,Västra Götaland,14,O
Kode,Kungälvs kommun,Kungälv,1482,Västra Götalands län,Västra Götaland,14,O
Kungälv,Kungälvs kommun,Kungälv,1482,Västra Götalands län,Västra Götaland,14,O
Lycke,Kungälvs kommun,Kungälv,1482,Västra Götalands län,Västra Götaland,14,O
Marstrand,Kungälvs kommun,Kungälv,1482,Västra Götalands län,Västra Götaland,14,O
Romelanda,Kungälvs kommun,Kungälv,1482,Västra Götalands län,Västra Götaland,14,O
Ytterby,Kungälvs kommun,Kungälv,1482,Västra Götalands län,Västra Götaland,14,O
Åsa,Kungsbacka kommun,Kungsbacka,1384,Hallands län,Halland,13,N
Fjärås,Kungsbacka kommun,Kungsbacka,1384,Hallands län,Halland,13,N
Frillesås,Kungsbacka kommun,Kungsbacka,1384,Hallands län,Halland,13,N
Kullavik,Kungsbacka kommun,Kungsbacka,1384,Hallands län,Halland,13,N
Kungsbacka,Kungsbacka kommun,Kungsbacka,1384,Hallands län,Halland,13,N
Onsala,Kungsbacka kommun,Kungsbacka,1384,Hallands län,Halland,13,N
Särö,Kungsbacka kommun,Kungsbacka,1384,Hallands län,Halland,13,N
Vallda,Kungsbacka kommun,Kungsbacka,1384,Hallands län,Halland,13,N
Kungsör,Kungsörs kommun,Kungsör,1960,Västmanlands län,Västmanland,19,U
Valskog,Kungsörs kommun,Kungsör,1960,Västmanlands län,Västmanland,19,U
Genevad,Laholms kommun,Laholm,1381,Hallands län,Halland,13,N
Hishult,Laholms kommun,Laholm,1381,Hallands län,Halland,13,N
Knäred,Laholms kommun,Laholm,1381,Hallands län,Halland,13,N
Laholm,Laholms kommun,Laholm,1381,Hallands län,Halland,13,N
Mellbystrand,Laholms kommun,Laholm,1381,Hallands län,Halland,13,N
Skottorp,Laholms kommun,Laholm,1381,Hallands län,Halland,13,N
Skummeslövsstrand,Laholms kommun,Laholm,1381,Hallands län,Halland,13,N
Vallberga,Laholms kommun,Laholm,1381,Hallands län,Halland,13,N
Våxtorp,Laholms kommun,Laholm,1381,Hallands län,Halland,13,N
Veinge,Laholms kommun,Laholm,1381,Hallands län,Halland,13,N
Annelöv,Landskrona kommun,Landskrona,1282,Skåne län,Skåne,12,M
Asmundtorp,Landskrona kommun,Landskrona,1282,Skåne län,Skåne,12,M
Glumslöv,Landskrona kommun,Landskrona,1282,Skåne län,Skåne,12,M
Häljarp,Landskrona kommun,Landskrona,1282,Skåne län,Skåne,12,M
Härslöv,Landskrona kommun,Landskrona,1282,Skåne län,Skåne,12,M
Landskrona,Landskrona kommun,Landskrona,1282,Skåne län,Skåne,12,M
Sankt Ibb,Landskrona kommun,Landskrona,1282,Skåne län,Skåne,12,M
Saxtorp,Landskrona kommun,Landskrona,1282,Skåne län,Skåne,12,M
Finnerödja,Laxå kommun,Laxå,1860,Örebro län,Örebro,18,T
Hasselfors,Laxå kommun,Laxå,1860,Örebro län,Örebro,18,T
Laxå,Laxå kommun,Laxå,1860,Örebro län,Örebro,18,T
Röfors,Laxå kommun,Laxå,1860,Örebro län,Örebro,18,T
Tived,Laxå kommun,Laxå,1860,Örebro län,Örebro,18,T
Fjugesta,Lekebergs kommun,Lekeberg,1814,Örebro län,Örebro,18,T
Mullhyttan,Lekebergs kommun,Lekeberg,1814,Örebro län,Örebro,18,T
Djura,Leksands kommun,Leksand,2029,Dalarnas län,Dalarna,20,W
Insjön,Leksands kommun,Leksand,2029,Dalarnas län,Dalarna,20,W
Leksand,Leksands kommun,Leksand,2029,Dalarnas län,Dalarna,20,W
Siljansnäs,Leksands kommun,Leksand,2029,Dalarnas län,Dalarna,20,W
Tällberg,Leksands kommun,Leksand,2029,Dalarnas län,Dalarna,20,W
Floda,Lerums kommun,Lerum,1441,Västra Götalands län,Västra Götaland,14,O
Gråbo,Lerums kommun,Lerum,1441,Västra Götalands län,Västra Götaland,14,O
Lerum,Lerums kommun,Lerum,1441,Västra Götalands län,Västra Götaland,14,O
Sjövik,Lerums kommun,Lerum,1441,Västra Götalands län,Västra Götaland,14,O
Stenkullen,Lerums kommun,Lerum,1441,Västra Götalands län,Västra Götaland,14,O
Tollered,Lerums kommun,Lerum,1441,Västra Götalands län,Västra Götaland,14,O
Hovmantorp,Lessebo kommun,Lessebo,0761,Kronobergs län,Kronoberg,07,G
Kosta,Lessebo kommun,Lessebo,0761,Kronobergs län,Kronoberg,07,G
Lessebo,Lessebo kommun,Lessebo,0761,Kronobergs län,Kronoberg,07,G
Skruv,Lessebo kommun,Lessebo,0761,Kronobergs län,Kronoberg,07,G
Lidingö,Lidingö kommun,Lidingö,0186,Stockholms län,Stockholm,01,AB
Järpås,Lidköpings kommun,Lidköping,1494,Västra Götalands län,Västra Götaland,14,O
Lidköping,Lidköpings kommun,Lidköping,1494,Västra Götalands län,Västra Götaland,14,O
Såtenäs,Lidköpings kommun,Lidköping,1494,Västra Götalands län,Västra Götaland,14,O
Tun,Lidköpings kommun,Lidköping,1494,Västra Götalands län,Västra Götaland,14,O
Vinninga,Lidköpings kommun,Lidköping,1494,Västra Götalands län,Västra Götaland,14,O
Göta,Lilla Edets kommun,Lilla Edet,1462,Västra Götalands län,Västra Götaland,14,O
Hjärtum,Lilla Edets kommun,Lilla Edet,1462,Västra Götalands län,Västra Götaland,14,O
Lilla Edet,Lilla Edets kommun,Lilla Edet,1462,Västra Götalands län,Västra Götaland,14,O
Lödöse,Lilla Edets kommun,Lilla Edet,1462,Västra Götalands län,Västra Götaland,14,O
Nygård,Lilla Edets kommun,Lilla Edet,1462,Västra Götalands län,Västra Götaland,14,O
Prässebo,Lilla Edets kommun,Lilla Edet,1462,Västra Götalands län,Västra Götaland,14,O
Västerlanda,Lilla Edets kommun,Lilla Edet,1462,Västra Götalands län,Västra Götaland,14,O
Fellingsbro,Lindesbergs kommun,Lindesberg,1885,Örebro län,Örebro,18,T
Frövi,Lindesbergs kommun,Lindesberg,1885,Örebro län,Örebro,18,T
Guldsmedshyttan,Lindesbergs kommun,Lindesberg,1885,Örebro län,Örebro,18,T
Gusselby,Lindesbergs kommun,Lindesberg,1885,Örebro län,Örebro,18,T
Lindesberg,Lindesbergs kommun,Lindesberg,1885,Örebro län,Örebro,18,T
Ramsberg,Lindesbergs kommun,Lindesberg,1885,Örebro län,Örebro,18,T
Storå,Lindesbergs kommun,Lindesberg,1885,Örebro län,Örebro,18,T
Stråssa,Lindesbergs kommun,Lindesberg,1885,Örebro län,Örebro,18,T
Vedevåg,Lindesbergs kommun,Lindesberg,1885,Örebro län,Örebro,18,T
Brokind,Linköpings kommun,Linköping,0580,Östergötlands län,Östergötland,05,E
Gammalkil,Linköpings kommun,Linköping,0580,Östergötlands län,Östergötland,05,E
Linghem,Linköpings kommun,Linköping,0580,Östergötlands län,Östergötland,05,E
Linköping,Linköpings kommun,Linköping,0580,Östergötlands län,Östergötland,05,E
Ljungsbro,Linköpings kommun,Linköping,0580,Östergötlands län,Östergötland,05,E
Nykil,Linköpings kommun,Linköping,0580,Östergötlands län,Östergötland,05,E
Sturefors,Linköpings kommun,Linköping,0580,Östergötlands län,Östergötland,05,E
Ulrika,Linköpings kommun,Linköping,0580,Östergötlands län,Östergötland,05,E
Vikingstad,Linköpings kommun,Linköping,0580,Östergötlands län,Östergötland,05,E
Vreta Kloster,Linköpings kommun,Linköping,0580,Östergötlands län,Östergötland,05,E
Agunnaryd,Ljungby kommun,Ljungby,0781,Kronobergs län,Kronoberg,07,G
Annerstad,Ljungby kommun,Ljungby,0781,Kronobergs län,Kronoberg,07,G
Bolmsö,Ljungby kommun,Ljungby,0781,Kronobergs län,Kronoberg,07,G
Hamneda,Ljungby kommun,Ljungby,0781,Kronobergs län,Kronoberg,07,G
Lagan,Ljungby kommun,Ljungby,0781,Kronobergs län,Kronoberg,07,G
Lidhult,Ljungby kommun,Ljungby,0781,Kronobergs län,Kronoberg,07,G
Ljungby,Ljungby kommun,Ljungby,0781,Kronobergs län,Kronoberg,07,G
Ryssby,Ljungby kommun,Ljungby,0781,Kronobergs län,Kronoberg,07,G
Vittaryd,Ljungby kommun,Ljungby,0781,Kronobergs län,Kronoberg,07,G
Färila,Ljusdals kommun,Ljusdal,2161,Gävleborgs län,Gävleborg,21,X
Hamra,Ljusdals kommun,Ljusdal,2161,Gävleborgs län,Gävleborg,21,X
Järvsö,Ljusdals kommun,Ljusdal,2161,Gävleborgs län,Gävleborg,21,X
Kårböle,Ljusdals kommun,Ljusdal,2161,Gävleborgs län,Gävleborg,21,X
Korskrogen,Ljusdals kommun,Ljusdal,2161,Gävleborgs län,Gävleborg,21,X
Ljusdal,Ljusdals kommun,Ljusdal,2161,Gävleborgs län,Gävleborg,21,X
Los,Ljusdals kommun,Ljusdal,2161,Gävleborgs län,Gävleborg,21,X
Ramsjö,Ljusdals kommun,Ljusdal,2161,Gävleborgs län,Gävleborg,21,X
Tallåsen,Ljusdals kommun,Ljusdal,2161,Gävleborgs län,Gävleborg,21,X
Kopparberg,Ljusnarsbergs kommun,Ljusnarsberg,1864,Örebro län,Örebro,18,T
Ställdalen,Ljusnarsbergs kommun,Ljusnarsberg,1864,Örebro län,Örebro,18,T
Alnarp,Lomma kommun,Lomma,1262,Skåne län,Skåne,12,M
Bjärred,Lomma kommun,Lomma,1262,Skåne län,Skåne,12,M
Lomma,Lomma kommun,Lomma,1262,Skåne län,Skåne,12,M
Fredriksberg,Ludvika kommun,Ludvika,2085,Dalarnas län,Dalarna,20,W
Grangärde,Ludvika kommun,Ludvika,2085,Dalarnas län,Dalarna,20,W
Grängesberg,Ludvika kommun,Ludvika,2085,Dalarnas län,Dalarna,20,W
Ludvika,Ludvika kommun,Ludvika,2085,Dalarnas län,Dalarna,20,W
Nyhammar,Ludvika kommun,Ludvika,2085,Dalarnas län,Dalarna,20,W
Saxdalen,Ludvika kommun,Ludvika,2085,Dalarnas län,Dalarna,20,W
Sunnansjö,Ludvika kommun,Ludvika,2085,Dalarnas län,Dalarna,20,W
Gammelstad,Luleå kommun,Luleå,2580,Norrbottens län,Norrbotten,25,BD
Luleå,Luleå kommun,Luleå,2580,Norrbottens län,Norrbotten,25,BD
Niemisel,Luleå kommun,Luleå,2580,Norrbottens län,Norrbotten,25,BD
Råneå,Luleå kommun,Luleå,2580,Norrbottens län,Norrbotten,25,BD
Södra Sunderbyn,Luleå kommun,Luleå,2580,Norrbottens län,Norrbotten,25,BD
Vitå,Luleå kommun,Luleå,2580,Norrbottens län,Norrbotten,25,BD
Dalby,Lunds kommun,Lund,1281,Skåne län,Skåne,12,M
Genarp,Lunds kommun,Lund,1281,Skåne län,Skåne,12,M
Lund,Lunds kommun,Lund,1281,Skåne län,Skåne,12,M
Södra Sandby,Lunds kommun,Lund,1281,Skåne län,Skåne,12,M
Torna-Hällestad,Lunds kommun,Lund,1281,Skåne län,Skåne,12,M
Veberöd,Lunds kommun,Lund,1281,Skåne län,Skåne,12,M
Björksele,Lycksele kommun,Lycksele,2481,Västerbottens län,Västerbotten,24,AC
Blåviksjön,Lycksele kommun,Lycksele,2481,Västerbottens län,Västerbotten,24,AC
Hornmyr,Lycksele kommun,Lycksele,2481,Västerbottens län,Västerbotten,24,AC
Kristineberg,Lycksele kommun,Lycksele,2481,Västerbottens län,Västerbotten,24,AC
Lycksele,Lycksele kommun,Lycksele,2481,Västerbottens län,Västerbotten,24,AC
Örträsk,Lycksele kommun,Lycksele,2481,Västerbottens län,Västerbotten,24,AC
Rusksele,Lycksele kommun,Lycksele,2481,Västerbottens län,Västerbotten,24,AC
Vindelgransele,Lycksele kommun,Lycksele,2481,Västerbottens län,Västerbotten,24,AC
Vormsele,Lycksele kommun,Lycksele,2481,Västerbottens län,Västerbotten,24,AC
Brastad,Lysekils kommun,Lysekil,1484,Västra Götalands län,Västra Götaland,14,O
Fiskebäckskil,Lysekils kommun,Lysekil,1484,Västra Götalands län,Västra Götaland,14,O
Grundsund,Lysekils kommun,Lysekil,1484,Västra Götalands län,Västra Götaland,14,O
Lysekil,Lysekils kommun,Lysekil,1484,Västra Götalands län,Västra Götaland,14,O
Adak,Malå kommun,Malå,2418,Västerbottens län,Västerbotten,24,AC
Malå,Malå kommun,Malå,2418,Västerbottens län,Västerbotten,24,AC
Rentjärn,Malå kommun,Malå,2418,Västerbottens län,Västerbotten,24,AC
Rökå,Malå kommun,Malå,2418,Västerbottens län,Västerbotten,24,AC
Bunkeflostrand,Malmö kommun,Malmö,1280,Skåne län,Skåne,12,M
Klagshamn,Malmö kommun,Malmö,1280,Skåne län,Skåne,12,M
Limhamn,Malmö kommun,Malmö,1280,Skåne län,Skåne,12,M
Malmö,Malmö kommun,Malmö,1280,Skåne län,Skåne,12,M
Oxie,Malmö kommun,Malmö,1280,Skåne län,Skåne,12,M
Tygelsjö,Malmö kommun,Malmö,1280,Skåne län,Skåne,12,M
Vintrie,Malmö kommun,Malmö,1280,Skåne län,Skåne,12,M
Lima,Malung-Sälens kommun,Malung-Sälen,2023,Dalarnas län,Dalarna,20,W
Malung,Malung-Sälens kommun,Malung-Sälen,2023,Dalarnas län,Dalarna,20,W
Malungsfors,Malung-Sälens kommun,Malung-Sälen,2023,Dalarnas län,Dalarna,20,W
Öje,Malung-Sälens kommun,Malung-Sälen,2023,Dalarnas län,Dalarna,20,W
Sälen,Malung-Sälens kommun,Malung-Sälen,2023,Dalarnas län,Dalarna,20,W
Sörsjön,Malung-Sälens kommun,Malung-Sälen,2023,Dalarnas län,Dalarna,20,W
Transtrand,Malung-Sälens kommun,Malung-Sälen,2023,Dalarnas län,Dalarna,20,W
Lyrestad,Mariestads kommun,Mariestad,1493,Västra Götalands län,Västra Götaland,14,O
Mariestad,Mariestads kommun,Mariestad,1493,Västra Götalands län,Västra Götaland,14,O
Sjötorp,Mariestads kommun,Mariestad,1493,Västra Götalands län,Västra Götaland,14,O
Torsö,Mariestads kommun,Mariestad,1493,Västra Götalands län,Västra Götaland,14,O
Markaryd,Markaryds kommun,Markaryd,0767,Kronobergs län,Kronoberg,07,G
Strömsnäsbruk,Markaryds kommun,Markaryd,0767,Kronobergs län,Kronoberg,07,G
Traryd,Markaryds kommun,Markaryd,0767,Kronobergs län,Kronoberg,07,G
Älekulla,Marks kommun,Mark,1463,Västra Götalands län,Västra Götaland,14,O
Berghem,Marks kommun,Mark,1463,Västra Götalands län,Västra Götaland,14,O
Björketorp,Marks kommun,Mark,1463,Västra Götalands län,Västra Götaland,14,O
Fotskäl,Marks kommun,Mark,1463,Västra Götalands län,Västra Götaland,14,O
Fritsla,Marks kommun,Mark,1463,Västra Götalands län,Västra Götaland,14,O
Hajom,Marks kommun,Mark,1463,Västra Götalands län,Västra Götaland,14,O
Horred,Marks kommun,Mark,1463,Västra Götalands län,Västra Götaland,14,O
Hyssna,Marks kommun,Mark,1463,Västra Götalands län,Västra Götaland,14,O
Istorp,Marks kommun,Mark,1463,Västra Götalands län,Västra Götaland,14,O
Kinna,Marks kommun,Mark,1463,Västra Götalands län,Västra Götaland,14,O
Kinnahult,Marks kommun,Mark,1463,Västra Götalands län,Västra Götaland,14,O
Örby,Marks kommun,Mark,1463,Västra Götalands län,Västra Götaland,14,O
Öxabäck,Marks kommun,Mark,1463,Västra Götalands län,Västra Götaland,14,O
Öxnevalla,Marks kommun,Mark,1463,Västra Götalands län,Västra Götaland,14,O
Rydal,Marks kommun,Mark,1463,Västra Götalands län,Västra Götaland,14,O
Sätila,Marks kommun,Mark,1463,Västra Götalands län,Västra Götaland,14,O
Skene,Marks kommun,Mark,1463,Västra Götalands län,Västra Götaland,14,O
Skephult,Marks kommun,Mark,1463,Västra Götalands län,Västra Götaland,14,O
Torestorp,Marks kommun,Mark,1463,Västra Götalands län,Västra Götaland,14,O
Tostared,Marks kommun,Mark,1463,Västra Götalands län,Västra Götaland,14,O
Åsensbruk,Melleruds kommun,Mellerud,1461,Västra Götalands län,Västra Götaland,14,O
Dals Rostock,Melleruds kommun,Mellerud,1461,Västra Götalands län,Västra Götaland,14,O
Dalskog,Melleruds kommun,Mellerud,1461,Västra Götalands län,Västra Götaland,14,O
Håverud,Melleruds kommun,Mellerud,1461,Västra Götalands län,Västra Götaland,14,O
Köpmannebro,Melleruds kommun,Mellerud,1461,Västra Götalands län,Västra Götaland,14,O
Mellerud,Melleruds kommun,Mellerud,1461,Västra Götalands län,Västra Götaland,14,O
Mantorp,Mjölby kommun,Mjölby,0586,Östergötlands län,Östergötland,05,E
Mjölby,Mjölby kommun,Mjölby,0586,Östergötlands län,Östergötland,05,E
Skänninge,Mjölby kommun,Mjölby,0586,Östergötlands län,Östergötland,05,E
Väderstad,Mjölby kommun,Mjölby,0586,Östergötlands län,Östergötland,05,E
Kållered,Mölndals kommun,Mölndal,1481,Västra Götalands län,Västra Götaland,14,O
Lindome,Mölndals kommun,Mölndal,1481,Västra Götalands län,Västra Götaland,14,O
Mölndal,Mölndals kommun,Mölndal,1481,Västra Götalands län,Västra Götaland,14,O
Ålem,Mönsterås kommun,Mönsterås,0861,Kalmar län,Kalmar,08,H
Blomstermåla,Mönsterås kommun,Mönsterås,0861,Kalmar län,Kalmar,08,H
Fliseryd,Mönsterås kommun,Mönsterås,0861,Kalmar län,Kalmar,08,H
Mönsterås,Mönsterås kommun,Mönsterås,0861,Kalmar län,Kalmar,08,H
Timmernabben,Mönsterås kommun,Mönsterås,0861,Kalmar län,Kalmar,08,H
Färnäs,Mora kommun,Mora,2062,Dalarnas län,Dalarna,20,W
Garsås,Mora kommun,Mora,2062,Dalarnas län,Dalarna,20,W
Mora,Mora kommun,Mora,2062,Dalarnas län,Dalarna,20,W
Nusnäs,Mora kommun,Mora,2062,Dalarnas län,Dalarna,20,W
Sollerön,Mora kommun,Mora,2062,Dalarnas län,Dalarna,20,W
Våmhus,Mora kommun,Mora,2062,Dalarnas län,Dalarna,20,W
Venjan,Mora kommun,Mora,2062,Dalarnas län,Dalarna,20,W
Degerhamn,Mörbylånga kommun,Mörbylånga,0840,Kalmar län,Kalmar,08,H
Färjestaden,Mörbylånga kommun,Mörbylånga,0840,Kalmar län,Kalmar,08,H
Mörbylånga,Mörbylånga kommun,Mörbylånga,0840,Kalmar län,Kalmar,08,H
Borensberg,Motala kommun,Motala,0583,Östergötlands län,Östergötland,05,E
Fornåsa,Motala kommun,Motala,0583,Östergötlands län,Östergötland,05,E
Klockrike,Motala kommun,Motala,0583,Östergötlands län,Östergötland,05,E
Motala,Motala kommun,Motala,0583,Östergötlands län,Östergötland,05,E
Tjällmo,Motala kommun,Motala,0583,Östergötlands län,Östergötland,05,E
Mullsjö,Mullsjö kommun,Mullsjö,0642,Jönköpings län,Jönköping,06,F
Sandhem,Mullsjö kommun,Mullsjö,0642,Jönköpings län,Jönköping,06,F
Dingle,Munkedals kommun,Munkedal,1430,Västra Götalands län,Västra Götaland,14,O
Hällevadsholm,Munkedals kommun,Munkedal,1430,Västra Götalands län,Västra Götaland,14,O
Hedekas,Munkedals kommun,Munkedal,1430,Västra Götalands län,Västra Götaland,14,O
Munkedal,Munkedals kommun,Munkedal,1430,Västra Götalands län,Västra Götaland,14,O
Munkfors,Munkfors kommun,Munkfors,1762,Värmlands län,Värmland,17,S
Ransäter,Munkfors kommun,Munkfors,1762,Värmlands län,Värmland,17,S
Älta,Nacka kommun,Nacka,0182,Stockholms län,Stockholm,01,AB
Gustavsberg,Nacka kommun,Nacka,0182,Stockholms län,Stockholm,01,AB
Nacka,Nacka kommun,Nacka,0182,Stockholms län,Stockholm,01,AB
Nacka Strand,Nacka kommun,Nacka,0182,Stockholms län,Stockholm,01,AB
Saltsjöbaden,Nacka kommun,Nacka,0182,Stockholms län,Stockholm,01,AB
Saltsjö-Boo,Nacka kommun,Nacka,0182,Stockholms län,Stockholm,01,AB
Saltsjö-Duvnäs,Nacka kommun,Nacka,0182,Stockholms län,Stockholm,01,AB
Äng,Nässjö kommun,Nässjö,0682,Jönköpings län,Jönköping,06,F
Anneberg,Nässjö kommun,Nässjö,0682,Jönköpings län,Jönköping,06,F
Bodafors,Nässjö kommun,Nässjö,0682,Jönköpings län,Jönköping,06,F
Flisby,Nässjö kommun,Nässjö,0682,Jönköpings län,Jönköping,06,F
Forserum,Nässjö kommun,Nässjö,0682,Jönköpings län,Jönköping,06,F
Fredriksdal,Nässjö kommun,Nässjö,0682,Jönköpings län,Jönköping,06,F
Grimstorp,Nässjö kommun,Nässjö,0682,Jönköpings län,Jönköping,06,F
Malmbäck,Nässjö kommun,Nässjö,0682,Jönköpings län,Jönköping,06,F
Nässjö,Nässjö kommun,Nässjö,0682,Jönköpings län,Jönköping,06,F
Ormaryd,Nässjö kommun,Nässjö,0682,Jönköpings län,Jönköping,06,F
Sandsjöfors,Nässjö kommun,Nässjö,0682,Jönköpings län,Jönköping,06,F
Solberga,Nässjö kommun,Nässjö,0682,Jönköpings län,Jönköping,06,F
Stensjön,Nässjö kommun,Nässjö,0682,Jönköpings län,Jönköping,06,F
